key,en,es,fr,de,pt,th,vi,id,ms,fil,zh
recharge.fields.label,"""Status""","""Estado""","""Statut""","""Status""",,"""สถานะ""","""Trạng thái""",,,,"""状态"""
recharge.fields.status.expired,"""🕒 Expired""","""🕒 Expirado""","""🕒 Expiré""","""🕒 Abgelaufen""",,"""🕒 หมดอายุ""","""🕒 Hết hạn""",,,,"""🕒 已过期"""
recharge.fields.status.failed,"""❌ Failed""","""❌ Fallido""","""❌ Échec""","""❌ Fehlgeschlagen""",,"""❌ ล้มเหลว""","""❌ Thất bại""",,,,"""❌ 失败"""
recharge.fields.status.pending,"""⏳ Pending""","""⏳ Pendiente""","""⏳ En attente""","""⏳ Ausstehend""",,"""⏳ รอดำเนินการ""","""⏳ Đang chờ""",,,,"""⏳ 待支付"""
recharge.fields.status.success,"""✅ Success""","""✅ Exitoso""","""✅ Réussi""","""✅ Erfolgreich""",,"""✅ สำเร็จ""","""✅ Thành công""",,,,"""✅ 成功"""
recharge.fields.token,"""🪙 Token""","""🪙 Moneda""","""🪙 Devise""","""🪙 Währung""",,"""🪙 สกุลเงิน""","""🪙 Loại tiền""",,,,"""🪙 币种"""
recharge.input_custom,"""✏️ Enter a custom amount (send a number)""","""✏️ Introduce un importe (solo números)""","""✏️ Entre un montant (chiffres uniquement)""","""✏️ Eigener Betrag (nur Zahlen) eingeben""",,"""✏️ ป้อนจำนวนเงินด้วยตนเอง (เฉพาะตัวเลข)""","""✏️ Nhập số tiền (chỉ số)""",,,,"""✏️ 请输入自定义金额（直接发送数字）"""
recharge.invalid_amount,"""❌ Invalid amount.""","""❌ Importe inválido.""","""❌ Montant invalide.""","""❌ Ungültiger Betrag.""",,"""❌ จำนวนเงินไม่ถูกต้อง""","""❌ Số tiền không hợp lệ.""",,,,"""❌ 金额格式不正确，请重新输入。"""
recharge.invalid_amount_2dp,"""❌ Only two decimals supported.""","""❌ Máximo dos decimales.""","""❌ Deux décimales max.""","""❌ Maximal zwei Dezimalstellen.""",,"""❌ รองรับทศนิยม 2 หลักเท่านั้น""","""❌ Chỉ cho phép tối đa hai chữ số thập phân.""",,,,"""❌ 仅支持两位小数，请重新输入。"""
recharge.invoice.address,"""Address""","""Dirección""","""Adresse""","""Adresse""",,"""ที่อยู่""","""Địa chỉ""",,,,"""地址"""
recharge.invoice.amount,"""Amount""","""Importe""","""Montant""","""Betrag""",,"""จำนวน""","""Số tiền""",,,,"""金额"""
recharge.invoice.expires,"""Expires""","""Expira""","""Expire""","""Läuft ab""",,"""หมดอายุ""","""Hết hạn""",,,,"""过期"""
recharge.invoice.network,"""Network""","""Red""","""Réseau""","""Netzwerk""",,"""เครือข่าย""","""Mạng""",,,,"""网络"""
recharge.invoice.title,"""Payment Info""","""Información de pago""","""Infos de paiement""","""Zahlungsinformation""",,"""ข้อมูลการชำระเงิน""","""Thông tin thanh toán""",,,,"""付款信息"""
recharge.link,"""🔗 Payment link""","""🔗 Enlace de pago""","""🔗 Lien de paiement""","""🔗 Zahlungslink""",,"""🔗 ลิงก์ชำระเงิน""","""🔗 Liên kết thanh toán""",,,,"""🔗 支付链接"""
recharge.loading,"""⏳ Generating payment info...""","""⏳ Generando información de pago…""","""⏳ Génération des infos de paiement…""","""⏳ Zahlungsinfos werden erstellt…""",,"""⏳ กำลังสร้างข้อมูลการชำระเงิน...""","""⏳ Đang tạo thông tin thanh toán…""",,,,"""⏳ 正在生成支付信息，请稍候…"""
recharge.refresh,"""🔁 Refresh status""","""🔁 Actualizar estado""","""🔁 Actualiser""","""🔁 Status aktualisieren""",,"""🔁 รีเฟรชสถานะ""","""🔁 Làm mới trạng thái""",,,,"""🔁 刷新状态"""
recharge.success_text,"""✅ Top-up succeeded!""","""✅ Recarga acreditada.""","""✅ Recharge créditée.""","""✅ Aufladung gutgeschrieben.""",,"""✅ เติมเงินสำเร็จ!""","""✅ Nạp tiền thành công.""",,,,"""✅ 充值到账成功！"""
recharge.title,"""💰 Top-up Center""","""💰 Centro de recarga""","""💰 Centre de recharge""","""💰 Aufladezentrum""",,"""💰 เติมเงิน""","""💰 Trung tâm nạp tiền""",,,,"""💰 充值中心"""
recharge.tutorial.address,"""Address""","""Dirección""","""Adresse""","""Adresse""",,"""ที่อยู่""","""Địa chỉ""",,,,"""地址"""
recharge.tutorial.amount,"""Amount""","""Importe""","""Montant""","""Betrag""",,"""จำนวน""","""Số tiền""",,,,"""金额"""
recharge.tutorial.expires,"""Expires""","""Expira""","""Expire""","""Läuft ab""",,"""หมดอายุ""","""Hết hạn""",,,,"""过期"""
recharge.tutorial.network,"""Network""","""Red""","""Réseau""","""Netzwerk""",,"""เครือข่าย""","""Mạng""",,,,"""网络"""
recharge.tutorial.step1,"""1️⃣ Choose token""","""1️⃣ Elegir moneda""","""1️⃣ Choisir la devise""","""1️⃣ Währung wählen""",,"""1️⃣ เลือกสกุลเงิน""","""1️⃣ Chọn loại tiền""",,,,"""1️⃣ 选择币种"""
recharge.tutorial.step2,"""2️⃣ Amount""","""2️⃣ Importe""","""2️⃣ Montant""","""2️⃣ Betrag""",,"""2️⃣ ป้อนจำนวนเงิน""","""2️⃣ Số tiền""",,,,"""2️⃣ 转账金额"""
recharge.tutorial.step3,"""3️⃣ Address""","""3️⃣ Dirección""","""3️⃣ Adresse""","""3️⃣ Adresse""",,"""3️⃣ คัดลอกที่อยู่""","""3️⃣ Địa chỉ""",,,,"""3️⃣ 转账地址"""
recharge.tutorial.step4,"""4️⃣ QR payment (optional)""","""4️⃣ QR (opcional)""","""4️⃣ QR (optionnel)""","""4️⃣ QR (optional)""",,"""4️⃣ สแกน QR (ถ้ามี)""","""4️⃣ Mã QR (tùy chọn)""",,,,"""4️⃣ 二维码支付（可选）"""
recharge.tutorial.step4_tip,"""Scan the message image with your wallet to pay""","""Paga escaneando este mensaje""","""Paie en scannant ce message""","""Mit Wallet diesen Beitrag scannen""",,"""ใช้กระเป๋าเงินสแกนรูปนี้เพื่อชำระ""","""Dùng ví quét ảnh trong tin nhắn này để thanh toán""",,,,"""使用钱包扫码本消息图片完成支付"""
recharge.tutorial.step5,"""5️⃣ Confirm & credit""","""5️⃣ Confirmación""","""5️⃣ Confirmation""","""5️⃣ Bestätigung""",,"""5️⃣ ตรวจสอบและรอเงินเข้า""","""5️⃣ Xác nhận và ghi có""",,,,"""5️⃣ 确认与到账"""
recharge.tutorial.step5_tip,"""After paying, tap “Refresh status” to check credit""","""Tras pagar, pulsa 【Actualizar estado】""","""Après paiement, clique 【Actualiser】""","""Nach Zahlung auf 【Status aktualisieren】 tippen""",,"""หลังโอน กด 【รีเฟรชสถานะ】 เพื่อตรวจสอบ""","""Sau khi thanh toán, bấm 【Làm mới trạng thái】 để kiểm tra""",,,,"""支付成功后点击下方【刷新状态】查看是否到账"""
recharge.tutorial.title,"""💰 Top-up Center""","""💰 Centro de recarga""","""💰 Centre de recharge""","""💰 Aufladezentrum""",,"""💰 ศูนย์เติมเงิน""","""💰 Trung tâm nạp tiền""",,,,"""💰 充值中心"""
recharge.tutorial.warn_amount,"""⚠️ Amount must match exactly, or it won’t credit!""","""⚠️ El importe debe coincidir exactamente o no se acreditará.""","""⚠️ Le montant doit correspondre exactement, sinon pas de crédit.""","""⚠️ Betrag muss exakt stimmen, sonst keine Gutschrift.""",,"""⚠️ ต้องโอนจำนวนที่ตรงกันเท่านั้น ไม่เช่นนั้นเงินจะไม่เข้า""","""⚠️ Số tiền phải khớp chính xác, nếu không sẽ không ghi có.""",,,,"""⚠️ 金额必须完全一致，否则不到账！"""
record.fields.amount,"""💵 Amount""","""💵 Importe""","""💵 Montant""","""💵 Betrag""",,"""💵 จำนวนเงิน""","""💵 Số tiền""",,,,"""💵 金额"""
record.fields.note,"""📝 Note""","""📝 Nota""","""📝 Note""","""📝 Notiz""",,"""📝 หมายเหตุ""","""📝 Ghi chú""",,,,"""📝 备注"""
record.fields.time,"""🕒 Time""","""🕒 Hora""","""🕒 Heure""","""🕒 Zeit""",,"""🕒 เวลา""","""🕒 Thời gian""",,,,"""🕒 时间"""
record.fields.token,"""🪙 Token""","""🪙 Moneda""","""🪙 Devise""","""🪙 Währung""",,"""🪙 สกุลเงิน""","""🪙 Tiền tệ""",,,,"""🪙 币种"""
record.fields.type,"""🔖 Type""","""🔖 Tipo""","""🔖 Type""","""🔖 Typ""",,"""🔖 ประเภท""","""🔖 Loại""",,,,"""🔖 类型"""
record.none,"""📭 No records.""","""📭 Sin registros.""","""📭 Aucune entrée.""","""📭 Keine Einträge.""",,"""📭 ไม่มีประวัติ""","""📭 Chưa có bản ghi.""",,,,"""📭 暂无账变记录。"""
record.recent10,"""🕑 Latest 10:""","""🕑 Últimos 10:""","""🕑 10 derniers :""","""🕑 Letzte 10:""",,"""🕑 10 รายการล่าสุด:""","""🕑 10 mục gần đây:""",,,,"""🕑 最近 10 条："""
record.title,"""📜 Ledger""","""📜 Historial""","""📜 Historique""","""📜 Buchungsverlauf""",,"""📜 ประวัติธุรกรรม""","""📜 Lịch sử giao dịch""",,,,"""📜 账变记录"""
today.button,"""📊 Today’s Stats""","""📊 Resumen de hoy""","""📊 Bilan du jour""","""📊 Heutige Bilanz""",,"""📊 สถิติวันนี้""","""📊 Thống kê hôm nay""",,,,"""📊 今日战绩"""
today.date_local,"""🕒 Local dates: {start} ~ {end} ({tz})""","""🕒 Fecha local: {start} ~ {end} ({tz})""","""🕒 Dates locales : {start} ~ {end} ({tz})""","""🕒 Lokales Datum: {start} ~ {end} ({tz})""",,"""🕒 วันที่ท้องถิ่น: {start} ~ {end} ({tz})""","""🕒 Ngày địa phương: {start} ~ {end} ({tz})""",,,,"""🕒 当地日期：{start} ~ {end}（{tz})"""
today.empty,"""📭 No records.""","""📭 Sin datos.""","""📭 Aucune donnée.""","""📭 Keine Einträge.""",,"""📭 ไม่มีข้อมูล""","""📭 Chưa có dữ liệu.""",,,,"""📭 暂无记录。"""
today.grabbed_only,"""🤲 Grabs today: {count}""","""🤲 Reclamaciones hoy: {count} veces""","""🤲 Récupérations aujourd’hui : {count} fois""","""🤲 Heute gegriffen: {count}×""",,"""🤲 วันนี้รับแล้ว {count} ครั้ง""","""🤲 Hôm nay đã nhận: {count} lần""",,,,"""🤲 今日共抢到：{count} 次"""
today.income,"""📈 Income: {amount} {token}""","""📈 Ingresos: {amount} {token}""","""📈 Reçu : {amount} {token}""","""📈 Einnahmen: {amount} {token}""",,"""📈 รายรับ: {amount} {token}""","""📈 Nhận: {amount} {token}""",,,,"""📈 收入：{amount} {token}"""
today.outcome,"""📉 Outcome: {amount} {token}""","""📉 Gastos: {amount} {token}""","""📉 Envoyé : {amount} {token}""","""📉 Ausgaben: {amount} {token}""",,"""📉 รายจ่าย: {amount} {token}""","""📉 Gửi: {amount} {token}""",,,,"""📉 支出：{amount} {token}"""
today.title,"""📊 Today’s Stats (grabs only)""","""📊 Resumen de hoy (solo reclamaciones)""","""📊 Bilan du jour (récupérations uniquement)""","""📊 Heutige Bilanz (nur Greifvorgänge)""",,"""📊 สถิติวันนี้ (เฉพาะการรับ)""","""📊 Thống kê hôm nay (chỉ ghi nhận lượt nhận)""",,,,"""📊 今日战绩（仅抢到记录）"""
types.ADJUSTMENT,"""🔧 Admin adjust""","""🔧 Ajuste admin""","""🔧 Ajustement admin""","""🔧 Admin-Anpassung""",,"""🔧 ปรับยอดโดยผู้ดูแล""","""🔧 Điều chỉnh quản trị""",,,,"""🔧 管理调整"""
types.HONGBAO_GRAB,"""🤲 Grabbed""","""🤲 Reclamado""","""🤲 Récupération""","""🤲 Gegriffen""",,"""🤲 รับ""","""🤲 Nhận""",,,,"""🤲 抢到"""
types.HONGBAO_SEND,"""🧧 Sent""","""🧧 Enviado""","""🧧 Envoi""","""🧧 Gesendet""",,"""🧧 ส่ง""","""🧧 Gửi""",,,,"""🧧 发出"""
types.INVITE_REWARD,"""🎯 Invite reward""","""🎯 Recompensa por invitación""","""🎯 Récompense parrainage""","""🎯 Einladungsprämie""",,"""🎯 รางวัลเชิญเพื่อน""","""🎯 Thưởng mời bạn""",,,,"""🎯 邀请奖励"""
types.RECHARGE,"""💰 Top-up""","""💰 Recarga""","""💰 Recharge""","""💰 Aufladung""",,"""💰 เติมเงิน""","""💰 Nạp tiền""",,,,"""💰 充值"""
types.RESET,"""🧨 Batch reset""",,,,,,,,,,"""🧨 批量清零"""
types.SIGNIN,"""🗓️ Check-in""","""🗓️ Registro""","""🗓️ Connexion""","""🗓️ Check-in""",,"""🗓️ เช็คอิน""","""🗓️ Điểm danh""",,,,"""🗓️ 签到"""
types.WITHDRAW,"""🏧 Withdraw""","""🏧 Retiro""","""🏧 Retrait""","""🏧 Auszahlung""",,"""🏧 ถอนเงิน""","""🏧 Rút tiền""",,,,"""🏧 提现"""
welcome,"""🎉 Welcome, {username}! Pick a feature 👇""","""🎉 ¡Bienvenido, {username}! Elige una función 👇""","""🎉 Bienvenue, {username} ! Choisis une fonction 👇""","""🎉 Willkommen, {username}! Wähle eine Funktion 👇""",,,,,,,"""🎉 欢迎，{username}！请选择功能 👇"""
welcome_full.cta,"""🧭 Open the menu and try sending a packet!""","""🧭 Abre el menú y envía tu primer sobre.""","""🧭 Ouvre le menu et envoie ta première enveloppe.""","""🧭 Öffne das Menü und sende deinen ersten Umschlag.""",,,,,,,"""🧭 现在就从菜单进入，试着发一个红包吧！"""
welcome_full.fair.points,"• 🎲 RNG: based on high-quality PRNG (Python secrets/random); amounts are drawn independently with sum guaranteed; <b>no user is favored</b>.
• 🚫 Anti-cheat: one valid grab per user/device; rate-limit and bot behavior will be blocked.
• 💠 Transparent & auditable: all send/grab events record time, amount and token; anomalies can be investigated.
• 📨 Permission checks: posting only in groups where the bot has rights, preventing delivery failure or tampering.
• 🛠 Fallback: on delivery failure, auto refund or ask to retry. No funds swallowed.","• 🎲 Azar: basado en fuente pseudoaleatoria de alta calidad (Python secrets/random). Cada parte se sortea de forma independiente y la suma respeta el total, <b>sin favoritismos</b>.
• 🚫 Antitrampas: solo una reclamación válida por usuario/dispositivo. Se detectan frecuencias anómalas y scripts.
• 💠 Trazabilidad: cada envío/reclamación se registra (hora, importe, moneda). Las anomalías son auditables.
• 📨 Permisos: solo se publica en grupos donde el bot puede enviar mensajes. Nada de fantasmas.
• 🛠 Contingencia: si falla el envío, se reembolsa o se sugiere reintentar. No se pierde dinero.","• 🎲 Aléa : basé sur une source pseudo-aléatoire de haute qualité (Python secrets/random). Chaque part est tirée indépendamment, la somme respecte le montant total, <b>sans favoritisme</b>.
• 🚫 Anti-triche : un seul enregistrement valide par utilisateur/appareil. Détection des fréquences anormales et scripts.
• 💠 Traçabilité : chaque envoi/récupération est journalisé (heure, montant, devise). Les anomalies sont auditables.
• 📨 Permissions : dépôt uniquement dans les groupes où le bot peut parler. Pas de post fantôme.
• 🛠 Rattrapage : échec d’envoi → remboursement ou demande de réessai. Pas d’argent disparu.","• 🎲 Zufall: basiert auf hochwertiger Pseudozufallsquelle (Python secrets/random). Jede Teilmenge wird unabhängig gezogen, die Summe entspricht dem Gesamtbetrag, <b>ohne Bevorzugung</b>.
• 🚫 Anti-Cheat: Pro Nutzer/Gerät zählt nur ein gültiger Griff. Anormale Frequenzen und Skripte werden erkannt.
• 💠 Nachvollziehbar: Jede Sendung/jeder Griff wird protokolliert (Zeit, Betrag, Währung). Auffälligkeiten sind prüfbar.
• 📨 Rechteprüfung: Nur in Gruppen mit Senderechten des Bots wird gepostet. Keine Geisterposts.
• 🛠 Fallback: Fehlgeschlagenes Posting → Erstattung oder erneuter Versuch. Kein Geldverlust.",,,,,,,"• 🎲 随机引擎：基于高质量伪随机源（Python secrets/random），每份金额独立抽取上限并保证总和等于总金额，<b>不偏向任何用户</b>。
• 🚫 反作弊：同一用户/设备仅记一次有效抢取；风控可拦截异常频率与脚本行为。
• 💠 透明可追溯：每次发/抢都会记账（时间、金额、币种），异常可人工核查。
• 📨 权限校验：仅在机器人有发送权限的群内投放，避免投递失败或串改。
• 🛠 失败兜底：投递失败/快速失败会自动退款或提示重试，不吞款。"
welcome_full.fair.title,"""⚖️ Fairness""","""⚖️ Equidad y transparencia""","""⚖️ Équité et transparence""","""⚖️ Fairness und Transparenz""",,,,,,,"""⚖️ 公平公正声明"""
welcome_full.howto.steps,"• 🧧 <b>Send</b>: choose token → total amount → shares → random (luck) → send.
• 🤲 <b>Grab</b>: click “Grab now” on the card. Random amount, pure luck!
• 🏆 <b>Ranking</b>: view “Best Luck” and records after each round ends.
• 📊 <b>Today’s stats</b>: your send/grab amounts and counts for today.
• 💳 <b>Top up / Withdraw</b>: supports USDT / TON. On-chain confirmation may take time.","• 🧧 <b>Enviar sobre</b>: elige moneda → importe total → número de partes → suerte (aleatorio) → enviar.
• 🤲 <b>Reclamar</b>: toca 【Reclamar ahora】 en la tarjeta. Importe aleatorio, que decida la suerte.
• 🏆 <b>Clasificación</b>: al terminar, consulta “mejor suerte” y el historial.
• 📊 <b>Resumen de hoy</b>: total reclamado/enviado y número de acciones de hoy.
• 💳 <b>Recarga/Retiro</b>: compatible con USDT / TON. Espera la confirmación en cadena.","• 🧧 <b>Envoyer une enveloppe</b> : choisis la devise → montant total → nombre de parts → chance aléatoire → envoyer.
• 🤲 <b>Récupérer</b> : clique sur 【Récupérer maintenant】 sur la carte. Montant aléatoire, à la chance.
• 🏆 <b>Classement</b> : à la fin, consulte “meilleure chance” et l’historique.
• 📊 <b>Stats du jour</b> : total récupéré/envoyé et nombre d’actions aujourd’hui.
• 💳 <b>Recharger/Retirer</b> : USDT / TON pris en charge. Attends la confirmation on-chain, respire.","• 🧧 <b>Umschlag senden</b>: Währung wählen → Gesamtbetrag → Anzahl der Anteile → Glück (zufällig) → Senden.
• 🤲 <b>Greifen</b>: Auf der Karte auf 【Jetzt greifen】 tippen. Betrag ist zufällig, Glück entscheidet.
• 🏆 <b>Rangliste</b>: Nach Ende siehst du „Bestes Glück“ und die Historie.
• 📊 <b>Heutige Bilanz</b>: Heutige empfangene/gesendete Summe und Anzahl.
• 💳 <b>Aufladen/Auszahlen</b>: USDT / TON werden unterstützt. Warte auf On-Chain-Bestätigung.",,,,,,,"• 🧧 <b>发红包</b>：选择币种 → 总金额 → 份数 → 拼手气（随机）→ 发送。
• 🤲 <b>抢红包</b>：点卡片上的【立即抢】，金额随机、拼手气！
• 🏆 <b>看排行</b>：结束后可查看本轮“手气最佳”与记录。
• 📊 <b>今日战绩</b>：统计当日抢到/发出额度与次数。
• 💳 <b>充值/提现</b>：支持 USDT / TON，链上到账请耐心等待。"
welcome_full.howto.title,"""🎮 How it works""","""🎮 Cómo jugar""","""🎮 Comment jouer""","""🎮 So spielst du""",,,,,,,"""🎮 玩法"""
welcome_full.rules.points,"• ⏱ The packet is open during its validity; remaining amount is refunded after timeout.
• 👤 Each user can only grab once per round. Repeated clicks will be refused.
• 🧮 <b>Luck = random split</b>, not equal. You might get the most, or possibly 0.
• 🔄 Forwarding the packet card is supported (if enabled for the round).
• 🧾 All balance changes are recorded in the “Ledger” for audit.","• ⏱ Se puede reclamar dentro del periodo de validez. Lo no reclamado se reembolsa al expirar.
• 👤 Una reclamación por persona y por ronda. Clics repetidos serán rechazados.
• 🧮 <b>Suerte = distribución aleatoria</b>. No es igualitaria. Puedes llevarte el máximo o quedarte en 0.
• 🔄 Se puede reenviar la tarjeta de la ronda (si está activado y permitido).
• 🧾 Todos los movimientos quedan registrados en “Historial”, para verificación.","• ⏱ Récupérable pendant la période de validité. Les parts restantes sont remboursées après expiration.
• 👤 Une récupération par personne et par manche. Les clics répétés sont refusés.
• 🧮 <b>Chance = répartition aléatoire</b>. Non égalitaire. Tu peux tout rafler comme tu peux faire 0.
• 🔄 Tu peux transférer la carte de cette manche (si activé et autorisé pour la manche).
• 🧾 Tous les mouvements sont consignés dans “Historique”, pour vérification.","• ⏱ Greifen ist innerhalb der Gültigkeit möglich. Übrig gebliebene Anteile werden nach Ablauf erstattet.
• 👤 Pro Runde nur ein Greifen pro Person. Mehrfachklicks werden abgelehnt.
• 🧮 <b>Glück = Zufallsverteilung</b>. Nicht gleichmäßig. Du kannst das Meiste bekommen oder eben 0.
• 🔄 Weiterleiten der Karten dieser Runde ist möglich (falls aktiviert und erlaubt).
• 🧾 Alle Buchungen erscheinen im „Verlauf“ und sind nachvollziehbar.",,,,,,,"• ⏱ 红包发出后在有效期内可抢，超时退回剩余金额。
• 👤 每人每轮仅限抢一次，重复点击会提示已抢过。
• 🧮 <b>拼手气 = 随机分配</b>，不等额；可能抢到最多，也可能为 0。
• 🔄 支持转发本轮红包卡片（若开启且当前轮允许）。
• 🧾 所有账变都会记录在“账变记录”中，便于核对。"
welcome_full.rules.title,"""📜 Basic rules""","""📜 Reglas básicas""","""📜 Règles de base""","""📜 Grundregeln""",,,,,,,"""📜 基本规则"""
welcome_full.subtitle,"🧧 <b>Red Packet Game</b>
Send packets in groups/DM, grab packets, view rankings and records.
Supports USDT / TON / ⭐ points. Multiple modes, easy to start!","🧧 <b>Introducción al juego de sobres</b>
Aquí puedes enviar sobres, reclamarlos, ver clasificaciones y tu resumen del día, en grupos o por privado.
Compatible con USDT / TON / ⭐ Puntos. Varios modos, listo en un clic.","🧧 <b>Présentation du jeu des enveloppes</b>
Ici, tu peux envoyer des enveloppes, en récupérer, voir les classements et ton bilan du jour, en groupe ou en privé.
Prend en charge USDT / TON / ⭐ Points. Plusieurs modes, prise en main en un clic.","🧧 <b>Einführung ins Umschlag-Spiel</b>
Hier kannst du Umschläge senden, greifen, Ranglisten ansehen und deine Tagesbilanz checken – in Gruppen oder privat.
Unterstützt USDT / TON / ⭐ Punkte. Mehrere Modi, sofort startklar.",,,,,,,"🧧 <b>红包游戏简介</b>
这里可以在群里/私聊发红包、抢红包、看排行与战绩。
支持 USDT / TON / ⭐ 积分，多种玩法一键上手！"
welcome_full.tip_open_menu,"""👉 Send /start anytime to open the menu.""","""👉 Puedes enviar /start en cualquier momento para abrir el menú.""","""👉 Tu peux envoyer /start à tout moment pour ouvrir le menu.""","""👉 Du kannst jederzeit /start senden, um das Menü zu öffnen.""",,,,,,,"""👉 随时发送 /start 打开菜单。"""
welcome_full.title,"""🎉 Welcome, {username}!""","""🎉 ¡Bienvenido, {username}!""","""🎉 Bienvenue, {username} !""","""🎉 Willkommen, {username}!""",,,,,,,"""🎉 欢迎，{username}！"""
welfare.exchange.desc,"♻️ <b>Redemption</b>
• “Points → Progress”: each 1000 points gives +1% progress
• “Energy → Points”: convert energy to points at fixed rate
• Rewards unlock when progress is full","♻️ <b>Canjes</b>
• “Puntos → Progreso”: cada 1000 puntos = +1%
• “Energía → Puntos”: conversión a tasa fija
• Se desbloquean recompensas al completar el progreso","♻️ <b>Échanges</b>
• “Points → Progression” : chaque 1000 points = +1%
• “Énergie → Points” : échange à ratio fixe
• Récompenses débloquées à progression pleine","♻️ <b>Umtausch</b>
• „Punkte → Fortschritt“: pro 1000 Punkte = +1%
• „Energie → Punkte“: fester Umrechnungssatz
• Prämien werden bei vollem Fortschritt freigeschaltet",,"♻️ <b>แลกของรางวัล</b>  
• “คะแนน → ความคืบหน้า”: ทุก 1000 คะแนน = +1%  
• “พลังงาน → คะแนน”: แปลงตามอัตราคงที่  
• ครบ 100% จะปลดล็อกของรางวัล","♻️ <b>Đổi thưởng</b>
• “Điểm → Tiến độ”: mỗi 1000 điểm = +1%
• “Năng lượng → Điểm”: quy đổi theo tỉ lệ cố định
• Khi đạt 100% sẽ mở khóa phần thưởng tương ứng",,,,"♻️ <b>兑换说明</b>
• “积分 → 进度”：每消耗 1000 积分，进度 +1%
• “能量 → 积分”：将能量按固定比例兑换为积分
• 进度满额后可解锁对应活动奖励"
welfare.exchange.energy_to_points_btn,"""⚡ Energy → ⭐ Points""","""⚡ Energía → ⭐ Puntos""","""⚡ Énergie → ⭐ Points""","""⚡ Energie → ⭐ Punkte""",,"""⚡ พลังงาน → ⭐ คะแนน""","""⚡ Năng lượng → ⭐ Điểm""",,,,"""⚡ 能量 → ⭐ 积分"""
welfare.exchange.not_enough,"""🚫 Not enough {resource}.""","""🚫 {resource} insuficiente.""","""🚫 {resource} insuffisant.""","""🚫 {resource} unzureichend.""",,"""🚫 {resource} ไม่เพียงพอ""","""🚫 {resource} không đủ.""",,,,"""🚫 {resource} 不足，无法兑换。"""
welfare.exchange.success_points,"""✅ +{value} points.""","""✅ +{value} puntos.""","""✅ +{value} points.""","""✅ +{value} Punkte.""",,"""✅ +{value} คะแนน""","""✅ +{value} điểm.""",,,,"""✅ +{value} 积分。"""
welfare.exchange.success_progress,"""✅ Progress +{value}%.""","""✅ +{value}% de progreso.""","""✅ +{value}% progression.""","""✅ +{value}% Fortschritt.""",,"""✅ +{value}% ความคืบหน้า""","""✅ +{value}% tiến độ.""",,,,"""✅ 进度 +{value}%。"""
welfare.exchange.to_progress,"""🔼 Spend 1000 points → progress +1%""","""🔼 Gastar 1000 puntos → +1% de progreso""","""🔼 Dépenser 1000 points → +1% progression""","""🔼 1000 Punkte ausgeben → +1% Fortschritt""",,"""🔼 ใช้ 1000 คะแนน → +1% ความคืบหน้า""","""🔼 Tiêu 1000 điểm → +1% tiến độ""",,,,"""🔼 消耗 1000 积分 → 进度 +1%"""
welfare.invite_btn,"""🎯 Invite & Earn""","""🎯 Invitaciones""","""🎯 Parrainage""","""🎯 Einladen & Belohnung""",,"""🎯 ชวนเพื่อนรับรางวัล""","""🎯 Mời bạn nhận quà""",,,,"""🎯 邀请有礼"""
welfare.invite_compact,"Progress: {percent}%
{bar}
{phase_text}","Progreso: {percent}%
{bar}
{phase_text}","Progression : {percent}%
{bar}
{phase_text}","Fortschritt: {percent}%
{bar}
{phase_text}",,"ความคืบหน้า: {percent}%
{bar}
{phase_text}","Tiến độ: {percent}%
{bar}
{phase_text}",,,,"进度：{percent}%
{bar}
{phase_text}"
welfare.invite_redeem_btn,"""♻️ Redeem""","""♻️ Canjear puntos""","""♻️ Échanger des points""","""♻️ Punkte einlösen""",,"""♻️ แลกคะแนน""","""♻️ Đổi điểm""",,,,"""♻️ 积分兑换"""
welfare.invite_rules,"""📘 Invite & redemption rules""","""📘 Reglas de invitación y canje""","""📘 Règles de parrainage et d’échange""","""📘 Einladungs- und Umtauschregeln""",,"""📘 กติกาการเชิญและแลกของรางวัล""","""📘 Quy tắc mời và đổi thưởng""",,,,"""📘 邀请与兑换规则"""
welfare.invite_share_btn,"""🔗 Generate share link""","""🔗 Generar enlace""","""🔗 Générer le lien""","""🔗 Link generieren""",,"""🔗 สร้างลิงก์เชิญ""","""🔗 Tạo liên kết""",,,,"""🔗 生成分享链接"""
welfare.invite_share_link_label,"""🔗 Invite link:""","""🔗 Enlace de invitación:""","""🔗 Lien d’invitation :""","""🔗 Einladungslink:""",,"""🔗 ลิงก์เชิญ:""","""🔗 Liên kết mời:""",,,,"""🔗 邀请链接："""
welfare.invite_share_ready,"""✅ Your invite link is ready.""","""✅ Tu enlace de invitación está listo.""","""✅ Ton lien d’invitation est prêt.""","""✅ Dein Einladungslink ist bereit.""",,"""✅ ลิงก์เชิญพร้อมใช้งาน""","""✅ Liên kết mời đã sẵn sàng.""",,,,"""✅ 你的邀请链接已生成。"""
welfare.invite_title,"""🎯 Invite progress""","""🎯 Progreso de invitaciones""","""🎯 Progression d’invitation""","""🎯 Einladungsfortschritt""",,"""🎯 ความคืบหน้าเชิญเพื่อน""","""🎯 Tiến độ mời""",,,,"""🎯 邀请进度"""
welfare.promo,"""📢 Announcements""","""📢 Anuncios""","""📢 Annonces""","""📢 Ankündigungen""",,"""📢 ข่าวประกาศ""","""📢 Thông báo""",,,,"""📢 活动公告"""
